StartDate,EndDate,Status,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,DistributionChannel,UserLanguage,consent,age,gender,gender_3_TEXT,occupation,education,country,mus_instrument,mus_instrument_1_TEXT,mus_lessons,mus_lessons_1_TEXT,mus_playing,mus_listening,div_musicians_1,div_genres_1,OMSI 1-question ,dminfug_fast_valence_1,dminfug_fast_arousal_1,dminfug_fast_auth_1,dminfug_fas1_valence_1,dminfug_fas1_arousal_1,dminfug_fas1_auth_1,dminfug_maj_valence_1,dminfug_maj_arousal_1,dminfug_maj_auth_1,dminfug_pedl_valence_1,dminfug_pedl_arousal_1,dminfug_pedl_auth_1,dminfug_orig_valence_1,dminfug_orig_arousal_1,dminfug_orig_auth_1,eminpre_pedl_valence_1,eminpre_pedl_arousal_1,eminpre_pedl_auth_1,eminpre_fast_valence_1,eminpre_fast_arousal_1,eminpre_fast_auth_1,eminpre_orig_valence_1,eminpre_orig_arousal_1,eminpre_orig_auth_1,eminpre_maj_valence_1,eminpre_maj_arousal_1,eminpre_maj_auth_1,bmajpre_fast_valence_1,bmajpre_fast_arousal_1,bmajpre_fast_auth_1,bmajpre_min_valence_1,bmajpre_min_arousal_1,bmajpre_min_auth_1,bmajpre_orig_valence_1,bmajpre_orig_arousal_1,bmajpre_orig_auth_1,bmajpre_pedl_valence_1,bmajpre_pedl_arousal_1,bmajpre_pedl_auth_1,amajfug_orig_valence_1,amajfug_orig_arousal_1,amajfug_orig_auth_1,amajfug_fast_valence_1,amajfug_fast_arousal_1,amajfug_fast_auth_1,amajfug_min_valence_1,amajfug_min_arousal_1,amajfug_min_auth_1,amajfug_pedl_valence_1,amajfug_pedl_arousal_1,amajfug_pedl_auth_1,context_knowledge_1,context_knowledge_2,context_knowledge_3,context_knowledge_4,context_knowledge_5,context_knowledge_6,context_knowledge_6_TEXT,context_associations,feedback,FL_19_DO_DMinorFuguefast,FL_19_DO_DMinorFuguefast-Copy,FL_19_DO_DMinorFuguemajor,FL_19_DO_DMinorFuguenopedal,FL_19_DO_DMinorFugueoriginal,FL_19_DO_EMinorPreludenopedal,FL_19_DO_EMinorPreludefast,FL_19_DO_EMinorPreludeoriginal,FL_19_DO_EMinorPreludeMajor,FL_19_DO_BMajorPreludefast,FL_19_DO_BMajorPreludeminor,FL_19_DO_BMajorPreludeoriginal,FL_19_DO_BMajorPreludenopedal,FL_19_DO_AMajorFugueoriginal,FL_19_DO_AMajorFuguefast,FL_19_DO_AMajorFugueminor,FL_19_DO_AMajorFuguenopedal
2/27/2023 16:57,2/27/2023 17:23,0,100,1540,1,2/27/2023 17:23,R_1pRP19pxkFSV1Eb,anonymous,EN,1,44,1,,4,5,65,1,Violin,1,12,0,3,4,4,2,3,6,4,3,6,4,3,3,7,3,4,4,4,3,7,5,4,3,7,7,5,4,6,3,8,2,6,7,7,7,7,7,6,7,3,7,7,4,7,7,7,6,7,6,5,6,5,4,7,6,3,,1,,,,,,Positive autobiographischen memories. I tried to split these from my ratings.,,6,4,13,7,16,11,14,5,9,3,2,10,1,17,15,8,12
2/27/2023 22:45,2/27/2023 23:20,0,100,2088,1,2/27/2023 23:20,R_1DoQ8nV0siJOppb,anonymous,EN,1,24,1,,2,4,138,2,,,,,20,6,5,2,6,2,5,7,6,6,5,1,4,7,4,5,7,4,5,6,5,5,7,6,6,6,1,5,7,3,6,7,4,5,5,3,5,6,3,6,6,1,5,7,5,6,5,3,4,5,1,5,5,2,4,1,,,,,,,no,,13,10,4,11,12,9,8,14,2,6,7,16,17,1,5,15,3
2/28/2023 0:22,2/28/2023 0:39,0,100,1044,1,2/28/2023 0:39,R_saFYnSeqGDRUZXj,anonymous,EN,1,20,1,,2,3,185,2,,,,,20,10,4,2,4,4,8,7,5,8,6,6,7,6,7,3,4,6,6,3,6,7,7,8,8,4,7,7,8,4,7,6,4,7,5,4,3,6,5,7,6,5,6,7,7,6,8,6,4,7,7,3,7,6,3,,,,,,1,Not at all,None at all,,7,16,2,3,4,11,17,14,10,13,15,6,9,8,1,5,12
2/28/2023 12:10,2/28/2023 12:26,0,100,992,1,2/28/2023 12:26,R_Tubx7VyUgaFaQYF,anonymous,EN,1,23,2,,2,3,65,1,Clarinet and piano ,1,,5,7,5,5,5,4,6,6,4,4,6,3,6,7,5,4,6,4,4,6,3,6,7,4,8,7,3,6,7,5,7,7,6,7,7,5,7,7,5,6,7,6,7,7,5,6,7,5,7,7,5,5,6,5,6,7,1,,,,,,,No,,3,2,10,4,5,13,8,15,17,16,9,12,1,7,14,11,6
2/28/2023 15:05,2/28/2023 15:16,0,100,652,1,2/28/2023 15:16,R_1DYfJXK9sldXww2,anonymous,EN,1,30,2,,2,5,65,1,Trombone,1,15,10,15,4,3,5,4,3,2,6,4,2,3,2,2,5,5,4,3,5,2,5,4,5,3,6,2,4,5,4,5,3,3,4,2,5,7,3,3,6,3,4,6,3,5,4,4,3,4,4,3,5,5,5,4,5,5,1,,,,,,,No,,10,15,9,4,6,8,17,14,7,13,1,11,5,3,2,12,16
2/28/2023 15:03,2/28/2023 15:39,0,100,2193,1,2/28/2023 15:39,R_VW6STYv3ndS3jdD,anonymous,EN,1,22,2,,2,4,65,1,"Piano, Organ, Trumpet",1,10,7,0.5,3,2,3,5,5,5,4,5,8,3,5,3,4,4,6,4,5,7,5,5,3,4,7,4,4,7,2,4,6,1,8,8,6,8,4,8,7,4,8,8,4,8,6,5,5,7,7,7,3,7,2,7,5,6,1,1,,,,,,,,12,8,3,15,1,7,9,4,13,2,17,6,11,16,5,10,14
2/28/2023 18:39,2/28/2023 18:55,0,100,977,1,2/28/2023 18:55,R_UyJvnjxV9jBw9vH,anonymous,EN,1,19,2,,2,3,65,1,Piano,1,10,6,12,7,4,4,6,6,4,6,5,3,3,4,2,8,4,7,6,4,1,2,5,2,3,6,3,2,5,1,7,4,2,4,7,3,5,5,2,6,5,2,7,3,6,7,7,7,7,7,4,6,6,2,7,7,6,1,1,1,,,,,,,17,13,11,14,2,1,15,3,5,12,10,7,8,16,6,4,9
2/28/2023 18:04,2/28/2023 20:29,0,100,8723,1,2/28/2023 20:29,R_3kaZYTRuBd43Ptd,anonymous,EN,1,19,1,,2,3,185,2,,,,,14,5,3,2,5,5,5,7,8,7,3,1,5,5,9,3,5,5,5,3,9,9,5,5,5,3,7,9,4,5,8,7,7,7,8,3,9,3,5,5,3,5,9,7,6,7,5,9,6,5,1,3,5,4,5,,1,,,,,,No ,,3,17,7,13,9,5,10,11,14,2,12,16,15,1,8,6,4
2/28/2023 22:33,2/28/2023 22:42,0,100,513,1,2/28/2023 22:42,R_yW5vccRdGf6xw2d,anonymous,EN,1,21,1,,2,4,67,2,,,,,45,8,4,2,3,3,2,3,2,7,6,8,8,7,1,2,4,3,7,7,3,6,8,8,9,8,8,7,8,6,5,7,8,9,7,7,6,8,7,7,7,3,6,7,6,6,9,9,8,3,1,1,5,6,5,,1,,,,,,no,,13,9,2,12,11,4,14,17,1,10,16,6,7,5,3,15,8
3/1/2023 8:26,3/1/2023 8:48,0,100,1308,1,3/1/2023 8:48,R_1CqhB6j7v5oD5Ui,anonymous,EN,1,26,1,,4,4,65,1,"Piano, Viola",1,10,5,0.5,1,1,4,4,8,9,6,8,8,7,6,9,5,3,4,7,4,8,4,7,8,6,9,6,3,6,3,9,6,7,8,8,8,7,6,9,9,4,9,6,8,4,4,4,5,6,8,6,6,6,2,6,6,3,,,,,,1,I did not know these pieces,no,,17,10,11,3,14,6,4,1,8,9,7,13,12,2,16,5,15
